SL;42;55;72;Road running courses
SL;42;55;76;Skateboarding parks
SL;42;55;82;Speedway tracks
SL;42;55;90;Trim trails
SL;42;55;96;Walking trails
SL;42;80;;Sports and activity ancillary spaces
SL;42;80;65;Press boxes
SL;42;80;88;Technical areas and dugouts
SL;42;85;;Swimming spaces
SL;42;85;23;Diving pools
SL;42;85;41;Indoor swimming pools
SL;42;85;59;Outdoor swimming pools
SL;42;85;64;Plunge pools
SL;42;85;80;Spa pools
SL;42;85;82;Splash pools
SL;42;85;94;Water flumes, slides and tubes
SL;42;85;97;Wave pools
SL;42;85;98;Whirlpools
SL;42;90;;Water activity spaces
SL;42;90;11;Canoe slalom courses
SL;42;90;12;Canoe sprint courses
SL;42;90;50;Motorboat courses
SL;42;90;73;Rowing courses
SL;42;90;75;Sailing courses
SL;42;90;97;Water skiing courses
SL;42;90;98;White water canoe courses
SL;42;95;;Winter sports spaces
SL;42;95;02;Alpine skiing courses
SL;42;95;04;Artificial ski slopes
SL;42;95;08;Bobsleigh courses
SL;42;95;19;Cross-country skiing courses
SL;42;95;20;Curling rinks
SL;42;95;32;Freestyle skiing courses
SL;42;95;40;Ice skating rinks
SL;42;95;76;Short track speed skating tracks
SL;42;95;79;Ski jumps
SL;42;95;80;Snowboarding courses
SL;42;95;83;Speed skating courses
SL;45;;;Residential spaces
SL;45;10;;Living spaces
SL;45;10;06;Balconies
SL;45;10;08;Bedroom-studies
SL;45;10;09;Bedrooms
SL;45;10;12;Caravan pitches
SL;45;10;14;Communal living rooms
SL;45;10;16;Concierge offices
SL;45;10;18;Conservatories
SL;45;10;22;Domestic dining rooms
SL;45;10;23;Domestic kitchens
SL;45;10;24;Dormitories
SL;45;10;37;Hotel rooms
SL;45;10;44;Kitchen-dining rooms
SL;45;10;45;Kitchen-dining-living rooms
SL;45;10;49;Living rooms
SL;45;10;57;Nursing home bedrooms
SL;45;10;60;Panic rooms
SL;45;10;78;Single-occupancy bedrooms
SL;45;10;85;Studies
SL;45;10;88;Tent pitches
SL;45;10;93;Utility rooms
SL;45;10;94;Verandas
SL;50;;;Waste disposal spaces and locations
SL;50;10;;Gas waste collection spaces
SL;50;10;94;Waste gas storage spaces
SL;50;20;;Non-aqueous waste collection spaces
SL;50;25;;Drainage collection locations
SL;50;25;36;Grip inlets
SL;50;25;41;Inlet discharge
SL;50;25;59;Outlet discharge
SL;50;30;;Drainage collection spaces
SL;50;30;68;Pump-out stations
SL;50;35;;Wastewater collection spaces
SL;50;35;08;Bioretention basins
SL;50;35;60;Solid waste storage spaces
SL;50;40;;Dry waste collection spaces
SL;50;40;24;Dry waste storage spaces
SL;50;40;72;Refuse storage space
SL;50;50;;Gas waste treatment and disposal spaces
SL;50;50;92;Waste gas treatment spaces
SL;50;60;;Non-aqueous waste treatment and disposal spaces
SL;50;60;94;Waste liquids treatment spaces
SL;50;60;95;Waste liquids storage spaces
SL;50;70;;Drainage treatment and disposal spaces
SL;50;75;;Wastewater treatment and disposal spaces
SL;50;75;26;Effluent outfalls
SL;50;75;28;Evaporation ponds
SL;50;75;35;Wastewater grass plots
SL;50;75;71;Wastewater reed beds
SL;50;75;85;Stormwater overflows
SL;50;75;95;Wastewater wetlands
SL;50;80;;Dry waste treatment and disposal spaces
SL;50;80;40;Dry waste treatment spaces
SL;50;80;70;Dry waste disposal spaces
SL;55;;;Piped supply spaces
SL;55;05;;Gas extraction and treatment spaces
SL;55;05;30;Gas extraction spaces
SL;55;05;70;Gas treatment spaces
SL;55;10;;Liquid fuel extraction and treatment spaces
SL;55;10;10;Oil extraction spaces
SL;55;10;50;Oil treatment spaces
SL;55;15;;Water extraction and treatment spaces
SL;55;15;10;Water extraction spaces
SL;55;15;50;Water treatment spaces
SL;55;15;70;Raw water intakes
SL;55;20;;Gas supply spaces
SL;55;20;34;Gas storage spaces
SL;55;20;65;Service gas supply pipes
SL;55;30;;Fire-extinguishing supply spaces
SL;55;30;80;Sprinkler tank enclosures
